Pv_Sal1_chr01	592578	593366	PVX_093520	peptidyl-prolyl cis-trans isomerase	peptidyl-prolyl cis-trans isomerase
Pv_Sal1_chr01	190165	198635	PVX_087815	inositol-phosphate phosphatase	inositol-phosphate phosphatase
Pv_Sal1_chr01	782109	784568	PVX_093685	Plasmodium exported unknown function	PEP
Pv_Sal1_chr01	735796	738393	PVX_093650	mannose-6-phosphate isomerase	mannose-6-phosphate isomerase
Pv_Sal1_chr01	393023	394727	PVX_088040	HP conserved	HP
Pv_Sal1_chr01	459237	460684	PVX_088145	tyrosine--tRNA ligase	tyrosine--tRNA ligase
Pv_Sal1_chr01	446507	448144	PVX_088125	aspartyl protease	aspartyl protease
Pv_Sal1_chr01	231197	237367	PVX_087865	HP conserved	HP
Pv_Sal1_chr01	247295	250012	PVX_087875	DNA mismatch repair enzyme	DNA mismatch repair enzyme
Pv_Sal1_chr01	756799	757686	PVX_093675	WARP	WARP
Pv_Sal1_chr01	357334	361250	PVX_088007	POP1	POP1
Pv_Sal1_chr01	469043	473913	PVX_088165	HP conserved	HP
Pv_Sal1_chr01	804198	806106	PVX_093715	Vir5	Vir5
Pv_Sal1_chr01	254624	260849	PVX_087880	HP conserved	HP
Pv_Sal1_chr01	477571	479258	PVX_088175	HP conserved	HP
Pv_Sal1_chr01	554129	555639	PVX_088270	PAP2	PAP2
Pv_Sal1_chr01	686039	689929	PVX_093615	inositol 5-phosphatase	inositol 5-phosphatase
Pv_Sal1_chr01	634033	634957	PVX_093555	proteasome subunit beta type-4	proteasome subunit beta type-4
Pv_Sal1_chr01	8396	10210	PVX_087670	HP conserved	HP
Pv_Sal1_chr01	155430	159395	PVX_087780	PPAT	PPAT
Pv_Sal1_chr01	185096	188086	PVX_087810	MCM7	MCM7
Pv_Sal1_chr01	23278	25230	PVX_087680	CHT1	CHT1
Pv_Sal1_chr01	206149	207012	PVX_087825	S29	S29
Pv_Sal1_chr01	695036	698242	PVX_093625	HP conserved	HP
Pv_Sal1_chr01	298309	299397	PVX_087930	HP	HP
Pv_Sal1_chr01	440314	441364	PVX_088115	coatomer epsilon subunit	coatomer epsilon subunit
Pv_Sal1_chr01	662319	664359	PVX_093585	SF-assemblin	SF-assemblin
Pv_Sal1_chr01	119705	125719	PVX_087755	HP conserved	HP
Pv_Sal1_chr01	127878	130599	PVX_087760	G-beta	G-beta
Pv_Sal1_chr01	283255	286551	PVX_087910	E3UL	E3UL
Pv_Sal1_chr01	665686	668439	PVX_093590	HP conserved	HP
Pv_Sal1_chr01	703021	710913	PVX_093635	ApiAP2	ApiAP2
Pv_Sal1_chr01	449291	453875	PVX_088130	AP-3	AP-3
Pv_Sal1_chr01	532751	534247	PVX_088245	HP conserved	HP
Pv_Sal1_chr01	300973	304040	PVX_087940	HP conserved	HP
Pv_Sal1_chr01	182100	184688	PVX_087805	ORC2	ORC2
Pv_Sal1_chr01	278555	279532	PVX_087905	HP conserved	HP
Pv_Sal1_chr01	581418	583283	PVX_093505	HP conserved	HP
Pv_Sal1_chr01	787816	789154	PVX_093695	REP3	REP3
Pv_Sal1_chr01	464455	467949	PVX_088155	DegP	DegP
Pv_Sal1_chr01	426073	428667	PVX_088095	HP conserved	HP
Pv_Sal1_chr01	487423	491223	PVX_088190	helicase	helicase
Pv_Sal1_chr01	811358	813151	PVX_093720	Vir24	Vir24
Pv_Sal1_chr01	541391	542689	PVX_088256	HP conserved	HP
Pv_Sal1_chr01	210916	212704	PVX_087835	ATP synthase lipid-binding mitochondrial precursor	ATP synthase lipid-binding mitochondrial precursor
Pv_Sal1_chr01	429056	430134	PVX_088100	HP conserved	HP
Pv_Sal1_chr01	71910	75529	PVX_087730	HP conserved	HP
Pv_Sal1_chr01	572540	576238	PVX_093495	HP conserved	HP
Pv_Sal1_chr01	362843	365107	PVX_088010	lysophospholipase	lysophospholipase
Pv_Sal1_chr01	12445	14619	PVX_087675	HP conserved	HP
Pv_Sal1_chr01	101419	112548	PVX_087745	HP conserved	HP
Pv_Sal1_chr01	627723	631002	PVX_093550	cactin homolog	cactin homolog
Pv_Sal1_chr01	829642	830022	PVX_093735	VIR	VIR
Pv_Sal1_chr01	504413	510906	PVX_088215	HP conserved	HP
Pv_Sal1_chr01	366877	368031	PVX_088015	lysophospholipase	lysophospholipase
Pv_Sal1_chr01	602158	604198	PVX_093530	pseudouridylate synthase 1	pseudouridylate synthase 1
Pv_Sal1_chr01	381470	391638	PVX_088035	HP conserved	HP
Pv_Sal1_chr01	173166	175589	PVX_087800	HP conserved	HP
Pv_Sal1_chr01	317375	319103	PVX_087960	IMC1d	IMC1d
Pv_Sal1_chr01	690049	693069	PVX_093620	HP conserved	HP
Pv_Sal1_chr01	224646	225342	PVX_087851	HP	HP
Pv_Sal1_chr01	635545	636903	PVX_093560	tubulin gamma chain	tubulin gamma chain
Pv_Sal1_chr01	604553	620044	PVX_093535	HP conserved	HP
Pv_Sal1_chr01	330260	334540	PVX_087980	CRT	CRT
Pv_Sal1_chr01	65242	67787	PVX_087720	HP conserved	HP
Pv_Sal1_chr01	672200	674439	PVX_093605	CNA	CNA
Pv_Sal1_chr01	341247	342248	PVX_087990	glutaredoxin	glutaredoxin
Pv_Sal1_chr01	404528	406075	PVX_088055	RAD14	RAD14
Pv_Sal1_chr01	657930	660056	PVX_093580	mitogen-activated PKorganizer 1	mitogen-activated PKorganizer 1
Pv_Sal1_chr01	520245	520805	PVX_088230	glycosyltransferase	glycosyltransferase
Pv_Sal1_chr01	535081	538220	PVX_088250	AAA	AAA
Pv_Sal1_chr01	263763	266960	PVX_087885	rhoptry-associated membrane antigen	rhoptry-associated membrane antigen
Pv_Sal1_chr01	511749	514964	PVX_088220	kinesin	kinesin
Pv_Sal1_chr01	621713	623788	PVX_093540	METAP1c	METAP1c
Pv_Sal1_chr01	474921	476369	PVX_088170	proteasome subunit alpha type-6	proteasome subunit alpha type-6
Pv_Sal1_chr01	33831	39329	PVX_087690	HP conserved	HP
Pv_Sal1_chr01	47605	48036	PVX_087705	HP conserved	HP
Pv_Sal1_chr01	484587	486356	PVX_088185	HP conserved	HP
Pv_Sal1_chr01	527500	532468	PVX_088240	HP conserved	HP
Pv_Sal1_chr01	40277	40813	PVX_087695	HP conserved	HP
Pv_Sal1_chr01	228109	228387	PVX_087860	L37	L37
Pv_Sal1_chr01	292940	293719	PVX_087920	S8e	S8e
Pv_Sal1_chr01	454953	458315	PVX_088140	HP conserved	HP
Pv_Sal1_chr01	49128	51189	PVX_087710	HP conserved	HP
Pv_Sal1_chr01	548122	552688	PVX_088265	FIKK	FIKK
Pv_Sal1_chr01	412151	413164	PVX_088070	HP conserved	HP
Pv_Sal1_chr01	430420	432741	PVX_088105	HP conserved	HP
Pv_Sal1_chr01	676333	677863	PVX_093607	CPP	CPP
Pv_Sal1_chr01	324282	326945	PVX_087970	HSP110c	HSP110c
Pv_Sal1_chr01	624735	626777	PVX_093545	HP conserved	HP
Pv_Sal1_chr01	717749	728479	PVX_093645	HP conserved	HP
Pv_Sal1_chr01	670832	671705	PVX_093600	HP conserved	HP
Pv_Sal1_chr01	422094	422642	PVX_088090	HP conserved	HP
Pv_Sal1_chr01	435906	437966	PVX_088110	RCC	RCC
Pv_Sal1_chr01	337343	340573	PVX_087985	cg1	cg1
Pv_Sal1_chr01	313584	316927	PVX_087955	O1	O1
Pv_Sal1_chr01	273311	277784	PVX_087900	HP conserved	HP
Pv_Sal1_chr01	800981	802730	PVX_093710	Vir24R	Vir24R
Pv_Sal1_chr01	165061	166065	PVX_087790	peptide chain release factor	peptide chain release factor
Pv_Sal1_chr01	417025	420294	PVX_088085	ATPase	ATPase
Pv_Sal1_chr01	131139	134894	PVX_087765	PK3	PK3
Pv_Sal1_chr01	739262	744424	PVX_093655	SENP2	SENP2
Pv_Sal1_chr01	113347	116697	PVX_087750	HP conserved	HP
Pv_Sal1_chr01	269002	270999	PVX_087895	AAA	AAA
Pv_Sal1_chr01	521978	527387	PVX_088235	ferlin	ferlin
Pv_Sal1_chr01	288130	291532	PVX_087915	RAP	RAP
Pv_Sal1_chr01	208177	210126	PVX_087830	CySP	CySP
Pv_Sal1_chr01	442322	444583	PVX_088120	p47	p47
Pv_Sal1_chr01	327624	328580	PVX_087975	Cg3	Cg3
Pv_Sal1_chr01	497606	500677	PVX_088205	VTAA	VTAA
Pv_Sal1_chr01	698633	699580	PVX_093630	1-CysPrx	1-CysPrx
Pv_Sal1_chr01	648308	651823	PVX_093570	AAA	AAA
Pv_Sal1_chr01	493937	495499	PVX_088200	HP conserved	HP
Pv_Sal1_chr01	406309	408052	PVX_088060	HP conserved	HP
Pv_Sal1_chr01	395850	402118	PVX_088045	HP conserved	HP
Pv_Sal1_chr01	817078	818519	PVX_093725	Vir24R	Vir24R
Pv_Sal1_chr01	137109	150030	PVX_087775	E3UL	E3UL
Pv_Sal1_chr01	491494	493458	PVX_088195	HP conserved	HP
Pv_Sal1_chr01	777142	777950	PVX_093682	Plasmodium exported unknown function	PEP
Pv_Sal1_chr01	559208	562660	PVX_088275	HP conserved	HP
Pv_Sal1_chr01	217997	223823	PVX_087845	HP conserved	HP
Pv_Sal1_chr01	167327	171078	PVX_087795	methyltransferase	methyltransferase
Pv_Sal1_chr01	825839	827597	PVX_093730	VIR	VIR
Pv_Sal1_chr01	201631	204786	PVX_087820	RNA helicase	RNA helicase
Pv_Sal1_chr02	7087	8964	PVX_096920	Vir12R	Vir12R
Pv_Sal1_chr02	259166	261733	PVX_081340	HP conserved	HP
Pv_Sal1_chr02	226218	227220	PVX_081277	DNA-directed RNA polymerase 2	DNA-directed RNA polymerase 2
Pv_Sal1_chr02	671776	672320	PVX_081795	HP conserved	HP
Pv_Sal1_chr02	212662	218447	PVX_081270	PIP5K	PIP5K
Pv_Sal1_chr02	532093	532602	PVX_081640	HP conserved	HP
Pv_Sal1_chr02	430906	432393	PVX_081550	StARR lipid transfer	StARR lipid transfer
Pv_Sal1_chr02	442136	443644	PVX_081565	HP conserved	HP
Pv_Sal1_chr02	243984	244585	PVX_081310	N-acetyltransferase	N-acetyltransferase
Pv_Sal1_chr02	493718	497742	PVX_081620	PMS1	PMS1
Pv_Sal1_chr02	134156	137554	PVX_097015	Plasmodium exported unknown function	PEP
Pv_Sal1_chr02	732187	734573	PVX_081835	knob-associated histidine-rich	knob-associated histidine-rich
Pv_Sal1_chr02	445875	448556	PVX_081570	ARP1	ARP1
Pv_Sal1_chr02	743146	744663	PVX_081845	Plasmodium exported unknown function	PEP
Pv_Sal1_chr02	624375	625728	PVX_081750	SRP9	SRP9
Pv_Sal1_chr02	240769	241825	PVX_081305	HP conserved	HP
Pv_Sal1_chr02	726694	729685	PVX_081832	Plasmodium exported unknown function	PEP
Pv_Sal1_chr02	648202	649566	PVX_081780	HP conserved	HP
Pv_Sal1_chr02	238364	240073	PVX_081300	phenylalanine--tRNA ligase alpha subunit	phenylalanine--tRNA ligase alpha subunit
Pv_Sal1_chr02	697621	706980	PVX_081820	HP conserved	HP
Pv_Sal1_chr02	255926	257051	PVX_081335	HP conserved	HP
Pv_Sal1_chr02	41901	43423	PVX_096945	Vir4R	Vir4R
Pv_Sal1_chr02	619516	621114	PVX_081740	HP conserved	HP
Pv_Sal1_chr02	608176	614294	PVX_081725	HP conserved	HP
Pv_Sal1_chr02	227895	228311	PVX_081280	ERV1	ERV1
Pv_Sal1_chr02	471312	473471	PVX_081590	HP conserved	HP
Pv_Sal1_chr02	247987	249090	PVX_081320	elongation of very long chain fatty acids 3	elongation of very long chain fatty acids 3
Pv_Sal1_chr02	180925	181275	PVX_081220	HP conserved	HP
Pv_Sal1_chr02	399218	399658	PVX_081510	HP conserved	HP
Pv_Sal1_chr02	153642	158822	PVX_097025	MRP1	MRP1
Pv_Sal1_chr02	487123	489408	PVX_081610	aspartate--tRNA ligase	aspartate--tRNA ligase
Pv_Sal1_chr02	92896	93879	PVX_096987	VIR	VIR
Pv_Sal1_chr02	391732	392826	PVX_081495	HP conserved	HP
Pv_Sal1_chr02	292367	293047	PVX_081380	HP conserved	HP
Pv_Sal1_chr02	547713	550136	PVX_081670	DNMT	DNMT
Pv_Sal1_chr02	465574	470049	PVX_081585	HP conserved	HP
Pv_Sal1_chr02	231199	231903	PVX_081290	HP	HP
Pv_Sal1_chr02	559986	563141	PVX_081690	HP conserved	HP
Pv_Sal1_chr02	403010	404725	PVX_081515	transporter	transporter
Pv_Sal1_chr02	233953	237607	PVX_081296	phosphatidate cytidylyltransferase	phosphatidate cytidylyltransferase
Pv_Sal1_chr02	641686	643480	PVX_081770	HP conserved	HP
Pv_Sal1_chr02	406181	408097	PVX_081520	transporter	transporter
Pv_Sal1_chr02	37794	39069	PVX_096940	Vir24R	Vir24R
Pv_Sal1_chr02	362120	363518	PVX_081465	vacuolar ATP synthase subunit c	vacuolar ATP synthase subunit c
Pv_Sal1_chr02	186326	188545	PVX_081235	HP conserved	HP
Pv_Sal1_chr02	182810	184767	PVX_081230	UMP-CMP kinase	UMP-CMP kinase
Pv_Sal1_chr02	194277	195283	PVX_081245	HP conserved	HP
Pv_Sal1_chr02	81156	82769	PVX_096980	Vir	Vir
Pv_Sal1_chr02	344250	345128	PVX_081440	HP conserved	HP
Pv_Sal1_chr02	556504	559830	PVX_081685	HP conserved	HP
Pv_Sal1_chr02	370381	373106	PVX_081480	HP conserved	HP
Pv_Sal1_chr02	251199	254666	PVX_081330	CCp5	CCp5
Pv_Sal1_chr02	583711	598638	PVX_081707	CPP	CPP
Pv_Sal1_chr02	528130	531467	PVX_081635	HP conserved	HP
Pv_Sal1_chr02	673062	675767	PVX_081800	HP conserved	HP
Pv_Sal1_chr02	50597	52235	PVX_096950	Pv-fam-a	Pv-fam-a
Pv_Sal1_chr02	20092	21169	PVX_096930	Vir1R	Vir1R
Pv_Sal1_chr02	600171	602070	PVX_081710	ALP3	ALP3
Pv_Sal1_chr02	170177	172786	PVX_081205	TatD deoxyribonuclease	TatD deoxyribonuclease
Pv_Sal1_chr02	439477	440434	PVX_081560	HP conserved	HP
Pv_Sal1_chr02	490461	492023	PVX_081615	HP conserved	HP
Pv_Sal1_chr02	540373	543069	PVX_081660	HP conserved	HP
Pv_Sal1_chr02	408852	412301	PVX_081525	HP conserved	HP
Pv_Sal1_chr02	269827	270480	PVX_081355	HP	HP
Pv_Sal1_chr02	364895	366949	PVX_081470	HP conserved	HP
Pv_Sal1_chr02	367363	368808	PVX_081475	DNA binding	DNA binding
Pv_Sal1_chr02	614853	617628	PVX_081730	alpha/beta hydrolase	alpha/beta hydrolase
Pv_Sal1_chr02	448964	451447	PVX_081572	PSTK	PSTK
Pv_Sal1_chr02	332972	334828	PVX_081425	IspD	IspD
Pv_Sal1_chr02	573688	579519	PVX_081700	HP conserved	HP
Pv_Sal1_chr02	638078	640756	PVX_081765	NMD3	NMD3
Pv_Sal1_chr02	286444	288576	PVX_081370	HP conserved	HP
Pv_Sal1_chr02	715372	716175	PVX_081825	HP	HP
Pv_Sal1_chr02	359825	360632	PVX_081460	HP conserved	HP
Pv_Sal1_chr02	397034	398800	PVX_081505	HP conserved	HP
Pv_Sal1_chr02	412129	413653	PVX_081530	HP conserved	HP
Pv_Sal1_chr02	204747	206312	PVX_081260	transcription initiation factor TFIIB	transcription initiation factor TFIIB
Pv_Sal1_chr02	87416	88742	PVX_096985	Vir	Vir
Pv_Sal1_chr02	644692	647139	PVX_081775	HP conserved	HP
Pv_Sal1_chr02	676592	679890	PVX_081805	AP-4 complex subunit beta	AP-4 complex subunit beta
Pv_Sal1_chr02	275922	282221	PVX_081365	HP conserved	HP
Pv_Sal1_chr02	125927	126858	PVX_097005	Plasmodium exported unknown function	PEP
Pv_Sal1_chr02	330838	332149	PVX_081420	CEN1	CEN1
Pv_Sal1_chr02	174990	178243	PVX_081215	HP conserved	HP
Pv_Sal1_chr02	737767	739792	PVX_081840	HSPputative	heat shock
Pv_Sal1_chr02	484429	486334	PVX_081605	vacuolar sorting-associated VTA1	vacuolar sorting-associated VTA1
Pv_Sal1_chr02	318760	323618	PVX_081400	patched family	patched family
Pv_Sal1_chr02	457179	463359	PVX_081580	HP conserved	HP
Pv_Sal1_chr02	534209	536321	PVX_081650	TIM50	TIM50
Pv_Sal1_chr02	605000	606127	PVX_081722	CPP	CPP
Pv_Sal1_chr02	354934	358886	PVX_081455	calcium-transporting ATPase	calcium-transporting ATPase
Pv_Sal1_chr02	532771	533480	PVX_081645	defender against cell death 2	defender against cell death 2
Pv_Sal1_chr02	168075	168563	PVX_081200	HP conserved	HP
Pv_Sal1_chr02	326709	328985	PVX_081410	carbon catabolite repressor 4	carbon catabolite repressor 4
Pv_Sal1_chr02	263211	266961	PVX_081345	PSOP24	PSOP24
Pv_Sal1_chr02	649749	652176	PVX_081785	HP conserved	HP
Pv_Sal1_chr02	293186	296545	PVX_081385	double-strand break repair MRE11	double-strand break repair MRE11
Pv_Sal1_chr02	209814	211839	PVX_081265	chromatin assembly factor 1 WD40 domain	chromatin assembly factor 1 WD40 domain
Pv_Sal1_chr02	416092	427505	PVX_081540	UBP1	UBP1
Pv_Sal1_chr02	250088	250891	PVX_081325	mRNA cleavage factor	mRNA cleavage factor
Pv_Sal1_chr02	350948	352516	PVX_081450	pre-rRNA-processing TSR2	pre-rRNA-processing TSR2
Pv_Sal1_chr02	65458	66925	PVX_096965	VIR	VIR
Pv_Sal1_chr02	181321	182121	PVX_081225	HP conserved	HP
Pv_Sal1_chr02	74773	76790	PVX_096975	VIR	VIR
Pv_Sal1_chr02	339475	343221	PVX_081435	ribosome biogenesis BMS1	ribosome biogenesis BMS1
Pv_Sal1_chr02	228763	231093	PVX_081285	selenocysteine-specific elongation factor selB homologue	selenocysteine-specific elongation factor selB homologue
Pv_Sal1_chr02	636414	637243	PVX_081760	AOP	AOP
Pv_Sal1_chr02	414032	415312	PVX_081535	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
Pv_Sal1_chr02	694300	696010	PVX_081815	HP conserved	HP
Pv_Sal1_chr02	272628	274888	PVX_081360	HP conserved	HP
Pv_Sal1_chr02	345888	349361	PVX_081445	HP conserved	HP
Pv_Sal1_chr02	752639	754889	PVX_081850	Vir22/23R	Vir22/23R
Pv_Sal1_chr02	653895	654901	PVX_081790	HP conserved	HP
Pv_Sal1_chr02	197352	202456	PVX_081250	kinesin-8	kinesin-8
Pv_Sal1_chr02	565513	570549	PVX_081695	cation transporting ATPase	cation transporting ATPase
Pv_Sal1_chr02	103581	104986	PVX_096992	Plasmodium exported unknown function	PEP
Pv_Sal1_chr02	550864	552550	PVX_081675	proteasome subunit alpha type-5	proteasome subunit alpha type-5
Pv_Sal1_chr02	627173	635242	PVX_081755	HP conserved	HP
Pv_Sal1_chr02	336091	338054	PVX_081430	RAB5c	RAB5c
Pv_Sal1_chr02	544860	546413	PVX_081665	cysteine desulfurase	cysteine desulfurase
Pv_Sal1_chr02	688174	692109	PVX_081810	AP2-L	AP2-L
Pv_Sal1_chr02	603957	604742	PVX_081720	HP conserved	HP
Pv_Sal1_chr02	395338	395938	PVX_081502	HP conserved	HP
Pv_Sal1_chr02	115929	118643	PVX_097000	Plasmodium exported unknown function	PEP
Pv_Sal1_chr02	329318	330751	PVX_081415	HP conserved	HP
Pv_Sal1_chr02	172557	173601	PVX_081210	HP conserved	HP
Pv_Sal1_chr02	747680	748930	PVX_081847	Plasmodium exported unknown function	PEP
Pv_Sal1_chr02	24610	25697	PVX_096935	Vir9R	Vir9R
Pv_Sal1_chr02	190103	193915	PVX_081240	replication factor c	replication factor c
Pv_Sal1_chr02	242271	242972	PVX_081307	cold-shock	cold-shock
Pv_Sal1_chr02	434012	436574	PVX_081555	HP conserved	HP
Pv_Sal1_chr02	497991	512455	PVX_081625	HP conserved	HP
Pv_Sal1_chr02	297439	298995	PVX_081390	HP conserved	HP
Pv_Sal1_chr02	553301	555460	PVX_081680	HP conserved	HP
Pv_Sal1_chr02	451878	456376	PVX_081575	HP conserved	HP
Pv_Sal1_chr02	110463	112049	PVX_096995	Pv-fam-a	Pv-fam-a
Pv_Sal1_chr02	393418	393993	PVX_081498	HP conserved	HP
Pv_Sal1_chr02	536807	539816	PVX_081655	VPS53	VPS53
Pv_Sal1_chr02	56163	58335	PVX_096955	Plasmodium exported unknown function	PEP
Pv_Sal1_chr02	621221	624201	PVX_081745	RNA-binding	RNA-binding
Pv_Sal1_chr02	130376	130920	PVX_097010	HP	HP
Pv_Sal1_chr02	1507	4650	PVX_096910	Vir23R	Vir23R
Pv_Sal1_chr02	718354	720951	PVX_081830	Plasmodium exported unknown function	PEP
Pv_Sal1_chr02	479178	483380	PVX_081600	VPS51	VPS51
Pv_Sal1_chr02	656130	671435	PVX_081792	HP	HP
Pv_Sal1_chr02	299845	311073	PVX_081395	STPK	STPK
Pv_Sal1_chr02	60600	61685	PVX_096960	PST-A	PST-A
Pv_Sal1_chr02	580616	582303	PVX_081705	eukaryotic translation initiation factor 2 alpha subunit	eukaryotic translation initiation factor 2 alpha subunit
Pv_Sal1_chr02	70057	71906	PVX_096970	Vir8R	Vir8R
Pv_Sal1_chr02	232440	233759	PVX_081294	CPP	CPP
Pv_Sal1_chr02	475413	476938	PVX_081595	NT4	NT4
Pv_Sal1_chr02	602652	603892	PVX_081715	HP conserved	HP
Pv_Sal1_chr02	14385	15320	PVX_096925	Vir15	Vir15
Pv_Sal1_chr02	120263	121273	PVX_097002	Plasmodium exported unknown function	PEP
Pv_Sal1_chr02	288984	290774	PVX_081375	proteasome subunit beta type-3	proteasome subunit beta type-3
Pv_Sal1_chr02	99043	101144	PVX_096990	Pv-fam-d	Pv-fam-d
Pv_Sal1_chr02	245400	246281	PVX_081315	tubulin-specific chaperone a	tubulin-specific chaperone a
Pv_Sal1_chr02	514486	523964	PVX_081630	ubiquitin carboxyl-terminal hydrolase family 2	ubiquitin carboxyl-terminal hydrolase family 2
Pv_Sal1_chr02	386706	390946	PVX_081490	HP conserved	HP
Pv_Sal1_chr02	324596	325532	PVX_081405	HP conserved	HP
Pv_Sal1_chr02	220272	225077	PVX_081275	bromodomain	bromodomain
Pv_Sal1_chr02	267510	269405	PVX_081350	HP conserved	HP
Pv_Sal1_chr02	203289	203870	PVX_081255	AKLP1	AKLP1
Pv_Sal1_chr02	374175	381632	PVX_081485	HP	HP
Pv_Sal1_chr03	336120	338775	PVX_000745	EVP1	EVP1
Pv_Sal1_chr03	851611	852600	PVX_096035	HP	HP
Pv_Sal1_chr03	457130	460502	PVX_000580	HP conserved	HP
Pv_Sal1_chr03	571043	571990	PVX_096370	HP conserved	HP
Pv_Sal1_chr03	873062	873989	PVX_096015	Plasmodium exported unknown function	PEP
Pv_Sal1_chr03	962065	964031	PVX_000010	Plasmodium exported unknown function	PEP
Pv_Sal1_chr03	884998	886408	PVX_096005	Vir15R	Vir15R
Pv_Sal1_chr03	189724	191860	PVX_000940	HP conserved	HP
Pv_Sal1_chr03	354819	357116	PVX_000715	RbgA	RbgA
Pv_Sal1_chr03	16196	17248	PVX_001085	HP conserved	HP
Pv_Sal1_chr03	372468	373070	PVX_000695	HP conserved	HP
Pv_Sal1_chr03	719434	724169	PVX_096150	HP conserved	HP
Pv_Sal1_chr03	487434	491372	PVX_000540	HP conserved	HP
Pv_Sal1_chr03	793172	794403	PVX_096080	mago nashi 	mago nashi 
Pv_Sal1_chr03	287913	291841	PVX_000810	PLP1	PLP1
Pv_Sal1_chr03	277813	280254	PVX_000820	FEN1	FEN1
Pv_Sal1_chr03	820363	822036	PVX_096070	ETRAMP	ETRAMP
Pv_Sal1_chr03	613142	614340	PVX_096302	CPP	CPP
Pv_Sal1_chr03	199991	202240	PVX_000925	hydroxyacyl glutathione hydrolase	hydroxyacyl glutathione hydrolase
Pv_Sal1_chr03	740424	741641	PVX_096135	TAP42	TAP42
Pv_Sal1_chr03	904699	906069	PVX_096001a	VIR	VIR
Pv_Sal1_chr03	581624	585526	PVX_096350	HP conserved	HP
Pv_Sal1_chr03	586869	588759	PVX_096345	HP conserved	HP
Pv_Sal1_chr03	245587	250971	PVX_000860	HP conserved	HP
Pv_Sal1_chr03	908723	910042	PVX_096000	Vir4	Vir4
Pv_Sal1_chr03	938996	939882	PVX_103160	Vir10	Vir10
Pv_Sal1_chr03	127982	129136	PVX_000995	P41	P41
